docket_nums|citations|opinions|syllabuses|summaries
|422 u.s. 13|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
422 U.S. 13

Decree reported:   420 U. S. 420 U.S. 529.
SUPPLEMENTAL DECREE
On March 17, 1975, this Court overruled the exceptions of the United States and the State of Louisiana to the Report and recommendations of the Special Master, accepted the Report of the Special Master and directed the parties
""to prepare and file a decree for entry by this Court, establishing 'a baseline along the entire coast of the State of Louisiana from which the extent of the territorial waters under the jurisdiction of the State of Louisiana pursuant to the Submerged Lands Act can be measured.'""
420 U.S. 529,  420 U. S. 530.  The parties have agreed on a proposed decree establishing the coastline (baseline) of Louisiana in accordance with the Court's decision of March 17, 1975.  That baseline is described in Exhibit A below.  Accordingly, the joint motion for entry of supplemental decree is granted.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
422 U.S. 13

Decree reported:   420 U. S. 420 U.S. 529.
SUPPLEMENTAL DECREE
On March 17, 1975, this Court overruled the exceptions of the United States and the State of Louisiana to the Report and recommendations of the Special Master, accepted the Report of the Special Master and directed the parties
""to prepare and file a decree for entry by this Court, establishing 'a baseline along the entire coast of the State of Louisiana from which the extent of the territorial waters under the jurisdiction of the State of Louisiana pursuant to the Submerged Lands Act can be measured.'""
420 U.S. 529,  420 U. S. 530.  The parties have agreed on a proposed decree establishing the coastline (baseline) of Louisiana in accordance with the Court's decision of March 17, 1975.  That baseline is described in Exhibit A below.  Accordingly, the joint motion for entry of supplemental decree is granted."|
|471 u.s. 375|"United States v. Maine (Rhode Island and New York Boundary Case)
No. 35, Orig.
Decided March 17, 1975
Decree entered October 6, 1975
Supplemental decree entered June 15, 1981
Decided February 19, 1985
Supplemental decree entered April 29, 1985
471 U.S. 375

ON BILL OF COMPLAINT
Supplemental decree entered.
Opinion reported:   420 U. S. 420 U.S. 515; decree reported:   423 U. S. 423 U.S. l; supplemental decree reported:   452 U. S. 452 U.S. 429; opinion reported:   469 U. S. 469 U.S. 504.
The Court having, by its decision of February 19, 1985,  469 U. S. 469 U.S. 504, overruled all exceptions to the Report of its Special Master herein, adopted the Master's recommendations, and confirmed his Report:
SUPPLEMENTAL DECREE

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Maine (Rhode Island and New York Boundary Case)
No. 35, Orig.
Decided March 17, 1975
Decree entered October 6, 1975
Supplemental decree entered June 15, 1981
Decided February 19, 1985
Supplemental decree entered April 29, 1985
471 U.S. 375

ON BILL OF COMPLAINT
Supplemental decree entered.
Opinion reported:   420 U. S. 420 U.S. 515; decree reported:   423 U. S. 423 U.S. l; supplemental decree reported:   452 U. S. 452 U.S. 429; opinion reported:   469 U. S. 469 U.S. 504.
The Court having, by its decision of February 19, 1985,  469 U. S. 469 U.S. 504, overruled all exceptions to the Report of its Special Master herein, adopted the Master's recommendations, and confirmed his Report:
SUPPLEMENTAL DECREE"|
|452 u.s. 429|"United States v. Maine (Massachusetts Boundary Case)
No. 35, Orig.
Decided March 17, 1975
Decree entered October 6, 1975
Supplemental decree entered June 15, 1981
452 U.S. 429

ON JOINT MOTION FOR ENTRY OF SUPPLEMENTAL DECREE
Supplemental decree entered.
Opinion reported:   420 U. S. 420 U.S. 515; decree reported:   423 U. S. 423 U.S. 1.
The Report of the Special Master is received and ordered filed.
SUPPLEMENTAL DECREE

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Maine (Massachusetts Boundary Case)
No. 35, Orig.
Decided March 17, 1975
Decree entered October 6, 1975
Supplemental decree entered June 15, 1981
452 U.S. 429

ON JOINT MOTION FOR ENTRY OF SUPPLEMENTAL DECREE
Supplemental decree entered.
Opinion reported:   420 U. S. 420 U.S. 515; decree reported:   423 U. S. 423 U.S. 1.
The Report of the Special Master is received and ordered filed.
SUPPLEMENTAL DECREE"|
|420 u.s. 515|"United States v. Maine
No. 35, Orig.
Argued February 24-25, 1975
Decided March 17, 1975
420 U.S. 515

Syllabus 
The United States, to the exclusion of defendant Atlantic Coastal States, held to have sovereign rights over the seabed and subsoil underlying the Atlantic Ocean, lying more than three geographical miles seaward from the ordinary low-water mark and from the outer limits of inland coastal waters, extending seaward to the outer edge of the Continental Shelf, that area, like the seabed adjacent to the coastline, being in the domain of the Nation, rather than of the separate States.  United States v. California, 332 U. S. 19; United States v. Louisiana, 339 U. S. 699; United States v. Texas, 339 U. S. 707.  And this rule that the paramount rights to the offshore seabed inhere in the Federal Government as an incident of national sovereignty is confirmed by both the Submerged Lands Act of 1953 and the Outer Continental Shelf Lands Act of 1953.  Pp.  420 U. S. 519-528.
WHITE, J., delivered the opinion of the Court, in which all other Members joined except DOUGLAS, J., who took no part in the consideration or decision of the case. 
Page 420 U. S. 516


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Maine
No. 35, Orig.
Argued February 24-25, 1975
Decided March 17, 1975
420 U.S. 515

Syllabus 
The United States, to the exclusion of defendant Atlantic Coastal States, held to have sovereign rights over the seabed and subsoil underlying the Atlantic Ocean, lying more than three geographical miles seaward from the ordinary low-water mark and from the outer limits of inland coastal waters, extending seaward to the outer edge of the Continental Shelf, that area, like the seabed adjacent to the coastline, being in the domain of the Nation, rather than of the separate States.  United States v. California, 332 U. S. 19; United States v. Louisiana, 339 U. S. 699; United States v. Texas, 339 U. S. 707.  And this rule that the paramount rights to the offshore seabed inhere in the Federal Government as an incident of national sovereignty is confirmed by both the Submerged Lands Act of 1953 and the Outer Continental Shelf Lands Act of 1953.  Pp.  420 U. S. 519-528.
WHITE, J., delivered the opinion of the Court, in which all other Members joined except DOUGLAS, J., who took no part in the consideration or decision of the case. 
Page 420 U. S. 516
"|
|420 u.s. 529|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Argued February 24, 1975
Decided March 17, 1975
420 U.S. 529

Syllabus 
The United States' and Louisiana's exceptions to the Special Master's Report overruled, his recommendations accepted, and the parties directed to prepare and file a decree for entry by this Court, establishing a baseline along Louisiana's entire coast from which the territorial water under its jurisdiction pursuant to the Submerged Lands Act can be measured.  If the parties cannot agree upon the decree's form, they shall refer to the Special Master any remaining disputes for appropriate proceedings and further recommendations.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Argued February 24, 1975
Decided March 17, 1975
420 U.S. 529

Syllabus 
The United States' and Louisiana's exceptions to the Special Master's Report overruled, his recommendations accepted, and the parties directed to prepare and file a decree for entry by this Court, establishing a baseline along Louisiana's entire coast from which the territorial water under its jurisdiction pursuant to the Submerged Lands Act can be measured.  If the parties cannot agree upon the decree's form, they shall refer to the Special Master any remaining disputes for appropriate proceedings and further recommendations."|
|420 u.s. 531|"United States v. Florida
No. 52, Orig.
Argued February 25, 1975
Decided March 17, 1975
420 U.S. 531

Syllabus 
In this case, in which a decree is sought defining the seaward boundary of the submerged lands of the Continental Shelf in the Atlantic Ocean and the Gulf of Mexico in which Florida has rights to natural resources, Florida's exceptions to the recommendations of the Special Master are overruled, but the exceptions of the United States raise contentions not previously presented to the Special Master, and are therefore referred to him for further proceedings. 
Page 420 U. S. 532


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Florida
No. 52, Orig.
Argued February 25, 1975
Decided March 17, 1975
420 U.S. 531

Syllabus 
In this case, in which a decree is sought defining the seaward boundary of the submerged lands of the Continental Shelf in the Atlantic Ocean and the Gulf of Mexico in which Florida has rights to natural resources, Florida's exceptions to the recommendations of the Special Master are overruled, but the exceptions of the United States raise contentions not previously presented to the Special Master, and are therefore referred to him for further proceedings. 
Page 420 U. S. 532
"|
|420 u.s. 534|"Estelle v. Dorrough
No. 74-479
Decided March 17, 1975
420 U.S. 534

Syllabus 
A Texas statute provides for the automatic dismissal of an appeal by a felony defendant if he escapes from custody pending the appeal, except that the appeal will be reinstated if he voluntarily surrenders within 10 days of his escape, or, if he is under sentence of life imprisonment or death, the appellate court, in its discretion, may reinstate the appeal if he returns to custody within 30 days of his escape.
Held:  The statute does not violate the Equal Protection Clause of the Fourteenth Amendment.
(a) It is not rendered unconstitutional by its separate treatment of prisoners under sentence of life imprisonment or death.  Texas can reasonably balance its concern with deterring escapes and encouraging surrenders with its alternative interest in allowing the validity of particularly severe sentences to be tested by appellate review.
(b) Nor is the statute rendered unconstitutional by its limiting the appeal-dismissal requirement to those prisoners with appeals pending at the time of their escape.  Texas, as part of its policy to deter escapes, is free to impose more severe sanctions on those prisoners whose escape is reasonably calculated to disrupt the very appellate process that they themselves have set in motion, than it does on those who first escape, return, and then invoke the appellate process.
Certiorari granted; 497 F.2d 1007, reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Estelle v. Dorrough
No. 74-479
Decided March 17, 1975
420 U.S. 534

Syllabus 
A Texas statute provides for the automatic dismissal of an appeal by a felony defendant if he escapes from custody pending the appeal, except that the appeal will be reinstated if he voluntarily surrenders within 10 days of his escape, or, if he is under sentence of life imprisonment or death, the appellate court, in its discretion, may reinstate the appeal if he returns to custody within 30 days of his escape.
Held:  The statute does not violate the Equal Protection Clause of the Fourteenth Amendment.
(a) It is not rendered unconstitutional by its separate treatment of prisoners under sentence of life imprisonment or death.  Texas can reasonably balance its concern with deterring escapes and encouraging surrenders with its alternative interest in allowing the validity of particularly severe sentences to be tested by appellate review.
(b) Nor is the statute rendered unconstitutional by its limiting the appeal-dismissal requirement to those prisoners with appeals pending at the time of their escape.  Texas, as part of its policy to deter escapes, is free to impose more severe sanctions on those prisoners whose escape is reasonably calculated to disrupt the very appellate process that they themselves have set in motion, than it does on those who first escape, return, and then invoke the appellate process.
Certiorari granted; 497 F.2d 1007, reversed."|
|452 u.s. 726|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975, and April 28, 1980
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
Final decree entered June 22, 1981
Final decree entered.
452 U.S. 726

ON BILL OF COMPLAINT
Opinion reported:   446 U. S. 446 U.S. 253; decree reported:   420 U. S. 420 U.S. 529; supplemental decree reported:   422 U. S. 422 U.S. 13.
The Supplemental Report of the Special Master is received and ordered filed.
FINAL DECREE
On April 28, 1980, this Court resolved all remaining issues between the United States and the State of Louisiana and returned the case to the Special Master for a ""determination of the final amount due and owing, and the method of payment.""  446 U. S. 253,  446 U. S. 272-273.  The parties have agreed upon these matters, have submitted to the Special Master a proposed final decree, and the Special Master, with the concurrence of both parties, has recommended its entry by the Court.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975, and April 28, 1980
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
Final decree entered June 22, 1981
Final decree entered.
452 U.S. 726

ON BILL OF COMPLAINT
Opinion reported:   446 U. S. 446 U.S. 253; decree reported:   420 U. S. 420 U.S. 529; supplemental decree reported:   422 U. S. 422 U.S. 13.
The Supplemental Report of the Special Master is received and ordered filed.
FINAL DECREE
On April 28, 1980, this Court resolved all remaining issues between the United States and the State of Louisiana and returned the case to the Special Master for a ""determination of the final amount due and owing, and the method of payment.""  446 U. S. 253,  446 U. S. 272-273.  The parties have agreed upon these matters, have submitted to the Special Master a proposed final decree, and the Special Master, with the concurrence of both parties, has recommended its entry by the Court."|
|425 u.s. 791|"United States v. Florida
No. 52, Orig.
Decided March 17, 1975
Decree entered May 24, 1976
425 U.S. 791

Joint motion for the entry of a decree is granted, and a decree is entered.
Opinion reported:  420 U. S. 531.
DECREE
The joint motion for entry of a decree is granted.
For the purpose of giving effect to the decision and opinion of this Court announced in this case on March 17, 1975,  420 U. S. 420 U.S. 531, and to the Supplemental Report of the Special Master filed January 26, 1976, it is ORDERED, ADJUDGED, AND DECREED  As FOLLOWS:

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Florida
No. 52, Orig.
Decided March 17, 1975
Decree entered May 24, 1976
425 U.S. 791

Joint motion for the entry of a decree is granted, and a decree is entered.
Opinion reported:  420 U. S. 531.
DECREE
The joint motion for entry of a decree is granted.
For the purpose of giving effect to the decision and opinion of this Court announced in this case on March 17, 1975,  420 U. S. 420 U.S. 531, and to the Supplemental Report of the Special Master filed January 26, 1976, it is ORDERED, ADJUDGED, AND DECREED  As FOLLOWS:"|
|456 u.s. 865|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975, and April 28, 1980
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
Final decree entered June 22, 1981
Order entered June 1, 1982.
456 U.S. 865

ON BILL OF COMPLAINT
Order entered.
Opinion reported:   446 U. S. 446 U.S. 253; decree reported:   420 U. S. 420 U.S. 529; supplemental decree reported:   422 U. S. 422 U.S. 13; final decree reported:   452 U. S. 452 U.S. 726.
ORDER
Pursuant to this Court's Final Decree herein entered on June 22, 1981,  452 U. S. 452 U.S. 726, the United States and the State of Louisiana filed their Final Accountings, and, subsequently, each party filed Objections to the Accounting of the other.  By an Order entered on January 11, 1982, 454 U.S. 1135, the Court referred the said Objections to its Special Master.  The parties have now agreed upon these matters, have submitted to the Special Master a proposed Order, and the Special Master, with the concurrence of both parties, has recommended its entry by the Court.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Louisiana (Louisiana Boundary Case)
No. 9, Orig.
Decided March 17, 1975, and April 28, 1980
Decree entered March 17, 1975
Supplemental decree entered June 16, 1975
Final decree entered June 22, 1981
Order entered June 1, 1982.
456 U.S. 865

ON BILL OF COMPLAINT
Order entered.
Opinion reported:   446 U. S. 446 U.S. 253; decree reported:   420 U. S. 420 U.S. 529; supplemental decree reported:   422 U. S. 422 U.S. 13; final decree reported:   452 U. S. 452 U.S. 726.
ORDER
Pursuant to this Court's Final Decree herein entered on June 22, 1981,  452 U. S. 452 U.S. 726, the United States and the State of Louisiana filed their Final Accountings, and, subsequently, each party filed Objections to the Accounting of the other.  By an Order entered on January 11, 1982, 454 U.S. 1135, the Court referred the said Objections to its Special Master.  The parties have now agreed upon these matters, have submitted to the Special Master a proposed Order, and the Special Master, with the concurrence of both parties, has recommended its entry by the Court."|
|420 u.s. 377|"Serfass v. United States
No. 73-1424
Argued December 9, 1974
Decided March 3, 1975
420 U.S. 377

Syllabus 
Petitioner, who had submitted a post-induction order claim for conscientious objector status to his local board, was later indicted for willful failure to report for and submit to induction into the Armed Forces.  He filed a pretrial motion, accompanied by an affidavit, to dismiss the indictment on the ground that the local board did not state adequate reasons for refusing to reopen his file, and a motion to postpone the trial
""for the reason that a Motion to Dismiss has been simultaneously filed, and the expeditious administration of justice will be served best by considering the Motion prior to trial.""
The District Court dismissed the indictment, noting that the material facts were derived from the affidavit, petitioner's Selective Service file, and a stipulation that the information petitioner had submitted to the board ""establishes a prima facie claim for conscientious objector status based upon late crystallization.""  The court held that dismissal of the indictment was appropriate because petitioner was entitled to full consideration of his claim before he was assigned to combatant training and because the local board's statement of reasons for its refusal to reopen petitioner's file was ""sufficiently ambiguous to be reasonably construed as a rejection on the merits, thereby prejudicing his right to in service review.""  The Government appealed under 18 U.S.C.  3731.  The Court of Appeals, rejecting petitioner's contention that it lacked jurisdiction under  3731 because the Double Jeopardy Clause barred further prosecution, reversed.
Held:  The Double Jeopardy Clause does not bar an appeal by the United States under 18 U.S.C.  3731 from a pretrial order dismissing an indictment since, in that situation, the criminal defendant has not been ""put to trial before the trier of the facts, whether the trier be a jury or a judge.""  United States v. Jorn, 400 U. S. 470,  400 U. S. 479.  Pp.  420 U. S. 383-394.
(a) In light of the language of the present version of  3731 and of its legislative history, it is clear that Congress intended to authorize an appeal to a court of appeals so long as further prosecution would not be barred by the Double Jeopardy Clause.  Pp.  420 U. S. 383-387. 
Page 420 U. S. 378

(b) The concept of ""attachment of jeopardy"" defines a point in criminal proceedings at which the purposes and policies of the Double Jeopardy Clause are implicated.  Jeopardy does not attach until a defendant is put to trial, which, in a jury trial, occurs when the jury is empaneled and sworn, and, in a nonjury trial, when the court begins to hear evidence.  P.  420 U. S. 388.
(c) Jeopardy had not attached in this case when the District Court dismissed the indictment, because petitioner had not then been put to trial.  There had been no waiver of a jury trial; the court had no power to determine petitioner's guilt or innocence; and petitioner's motion was premised on the belief that its consideration before trial would serve the ""expeditious administration of justice.""  P.  420 U. S. 389.
(d) The principle that jeopardy does not attach until a defendant is put to trial before the trier of facts is no mere technicality or mechanical rule, and petitioner's contention that the District Court's dismissal of the indictment was the ""functional equivalent of an acquittal on the merits"" is without substance, as the word ""acquittal"" has no significance unless jeopardy has attached.  United States v. Sisson, 399 U. S. 267; United States v. Brewster, 408 U. S. 501, distinguished.  Pp.  420 U. S. 389-393.
492 F.2d 388, affirmed.
BURGER, C.J., delivered the opinion of the Court, in which BRENNAN, STEWART, WHITE, MARSHALL, BLACKMUN, POWELL, and REHNQUIST, JJ., joined.  DOUGLAS, J., filed a dissenting statement, post, p.  420 U. S. 394.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Serfass v. United States
No. 73-1424
Argued December 9, 1974
Decided March 3, 1975
420 U.S. 377

Syllabus 
Petitioner, who had submitted a post-induction order claim for conscientious objector status to his local board, was later indicted for willful failure to report for and submit to induction into the Armed Forces.  He filed a pretrial motion, accompanied by an affidavit, to dismiss the indictment on the ground that the local board did not state adequate reasons for refusing to reopen his file, and a motion to postpone the trial
""for the reason that a Motion to Dismiss has been simultaneously filed, and the expeditious administration of justice will be served best by considering the Motion prior to trial.""
The District Court dismissed the indictment, noting that the material facts were derived from the affidavit, petitioner's Selective Service file, and a stipulation that the information petitioner had submitted to the board ""establishes a prima facie claim for conscientious objector status based upon late crystallization.""  The court held that dismissal of the indictment was appropriate because petitioner was entitled to full consideration of his claim before he was assigned to combatant training and because the local board's statement of reasons for its refusal to reopen petitioner's file was ""sufficiently ambiguous to be reasonably construed as a rejection on the merits, thereby prejudicing his right to in service review.""  The Government appealed under 18 U.S.C.  3731.  The Court of Appeals, rejecting petitioner's contention that it lacked jurisdiction under  3731 because the Double Jeopardy Clause barred further prosecution, reversed.
Held:  The Double Jeopardy Clause does not bar an appeal by the United States under 18 U.S.C.  3731 from a pretrial order dismissing an indictment since, in that situation, the criminal defendant has not been ""put to trial before the trier of the facts, whether the trier be a jury or a judge.""  United States v. Jorn, 400 U. S. 470,  400 U. S. 479.  Pp.  420 U. S. 383-394.
(a) In light of the language of the present version of  3731 and of its legislative history, it is clear that Congress intended to authorize an appeal to a court of appeals so long as further prosecution would not be barred by the Double Jeopardy Clause.  Pp.  420 U. S. 383-387. 
Page 420 U. S. 378

(b) The concept of ""attachment of jeopardy"" defines a point in criminal proceedings at which the purposes and policies of the Double Jeopardy Clause are implicated.  Jeopardy does not attach until a defendant is put to trial, which, in a jury trial, occurs when the jury is empaneled and sworn, and, in a nonjury trial, when the court begins to hear evidence.  P.  420 U. S. 388.
(c) Jeopardy had not attached in this case when the District Court dismissed the indictment, because petitioner had not then been put to trial.  There had been no waiver of a jury trial; the court had no power to determine petitioner's guilt or innocence; and petitioner's motion was premised on the belief that its consideration before trial would serve the ""expeditious administration of justice.""  P.  420 U. S. 389.
(d) The principle that jeopardy does not attach until a defendant is put to trial before the trier of facts is no mere technicality or mechanical rule, and petitioner's contention that the District Court's dismissal of the indictment was the ""functional equivalent of an acquittal on the merits"" is without substance, as the word ""acquittal"" has no significance unless jeopardy has attached.  United States v. Sisson, 399 U. S. 267; United States v. Brewster, 408 U. S. 501, distinguished.  Pp.  420 U. S. 389-393.
492 F.2d 388, affirmed.
BURGER, C.J., delivered the opinion of the Court, in which BRENNAN, STEWART, WHITE, MARSHALL, BLACKMUN, POWELL, and REHNQUIST, JJ., joined.  DOUGLAS, J., filed a dissenting statement, post, p.  420 U. S. 394."|
|420 u.s. 395|"Chemehuevi Tribe of Indians v. Federal Power Commission
No. 73-1380
Argued January 13, 1975
Decided March 3, 1975*
420 U.S. 395

Syllabus 
Under  4(e) of Part I of the Federal Power Act, the Federal Power Commission (FPC) is authorized to issue licenses to individuals, corporations, or governmental units organized for the purpose of constructing
""project works necessary or convenient . . . for the development, transmission, and utilization of power across, along, from, or in any of the streams or other bodies of water over which Congress has jurisdiction . . or for the purpose of utilizing the surplus water or water power from any Government dam. . . .""
Section 23(b) prohibits the unlicensed construction of such works on any navigable stream, as well as the unlicensed utilization of such surplus water for the purposes of developing electric power.
Held:  These provisions of Part I of the Act giving the FPC licensing jurisdiction over hydroelectric facilities do not also confer such jurisdiction over thermal electric power plants.  Pp.  420 U. S. 400-422.
(a) The structures constituting thermal electric power plants are not ""project works"" within the meaning of  4(e), as is clear from the language of that provision when read together with the rest of the Act (none of whose provisions refers to the development or conservation of steam power), the Act's legislative history (which manifests a congressional intent to regulate only hydroelectric generating facilities), the FPC's consistent interpretation of its authority as not including jurisdiction over thermal electric power plants, and this Court's decision in FPC v. Union Electric Co., 381 U. S. 90.  Pp.  420 U. S. 400-412.
(b) The surplus water clause of  4(e) does not authorize FPC licensing of water used for cooling purposes in thermal electric power plants, nothing in the Act's language or legislative history disclosing any congressional intent that that clause should serve any broader interests than the project works clause.  And, contrary 
Page 420 U. S. 396
 to the Court of Appeals' holding, the Act does not vest the FPC with all the responsibilities that, prior legislation had given to the Waterways Commission, responsibilities that, in any case did not include licensing the use of surplus water by steam plants.  Pp.  420 U. S. 412-422.
160 U.S.App.D.C. 83, 489 F.2d 1207, vacated and remanded.
STEWART, J., delivered the opinion of the Court, in which all other Members joined except DOUGLAS, J., who took no part in the consideration or decision of the cases.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Chemehuevi Tribe of Indians v. Federal Power Commission
No. 73-1380
Argued January 13, 1975
Decided March 3, 1975*
420 U.S. 395

Syllabus 
Under  4(e) of Part I of the Federal Power Act, the Federal Power Commission (FPC) is authorized to issue licenses to individuals, corporations, or governmental units organized for the purpose of constructing
""project works necessary or convenient . . . for the development, transmission, and utilization of power across, along, from, or in any of the streams or other bodies of water over which Congress has jurisdiction . . or for the purpose of utilizing the surplus water or water power from any Government dam. . . .""
Section 23(b) prohibits the unlicensed construction of such works on any navigable stream, as well as the unlicensed utilization of such surplus water for the purposes of developing electric power.
Held:  These provisions of Part I of the Act giving the FPC licensing jurisdiction over hydroelectric facilities do not also confer such jurisdiction over thermal electric power plants.  Pp.  420 U. S. 400-422.
(a) The structures constituting thermal electric power plants are not ""project works"" within the meaning of  4(e), as is clear from the language of that provision when read together with the rest of the Act (none of whose provisions refers to the development or conservation of steam power), the Act's legislative history (which manifests a congressional intent to regulate only hydroelectric generating facilities), the FPC's consistent interpretation of its authority as not including jurisdiction over thermal electric power plants, and this Court's decision in FPC v. Union Electric Co., 381 U. S. 90.  Pp.  420 U. S. 400-412.
(b) The surplus water clause of  4(e) does not authorize FPC licensing of water used for cooling purposes in thermal electric power plants, nothing in the Act's language or legislative history disclosing any congressional intent that that clause should serve any broader interests than the project works clause.  And, contrary 
Page 420 U. S. 396
 to the Court of Appeals' holding, the Act does not vest the FPC with all the responsibilities that, prior legislation had given to the Waterways Commission, responsibilities that, in any case did not include licensing the use of surplus water by steam plants.  Pp.  420 U. S. 412-422.
160 U.S.App.D.C. 83, 489 F.2d 1207, vacated and remanded.
STEWART, J., delivered the opinion of the Court, in which all other Members joined except DOUGLAS, J., who took no part in the consideration or decision of the cases."|
