docket_nums|citations|opinions|syllabuses|summaries
|364 u.s. 350|"Chaunt v. United States
No. 22
Argued October 17, 1960
Decided November 14, 1960
364 U.S. 350

Syllabus 
Under  340(a) of the Immigration and Nationality Act of 1952, as amended, the United States sued to revoke the order admitting petitioner to citizenship, on the ground that it had been procured ""by concealment of a material fact or by willful misrepresentation.""  The complaint alleged, and the District Court found, that petitioner had concealed membership in the Communist Party, a lack of intent to renounce foreign allegiance, and a record of arrests, and it revoked his citizenship.  The Court of Appeals affirmed, reaching only the question of concealment of the arrests, which occurred more than five years before petitioner's naturalization and were for distributing handbills, making a speech in a public park, and a breach of the peace.
Held:  on the record in this case concerning the arrests, the Government failed to show by clear, unequivocal, and convincing evidence either (1) that facts were suppressed which, if known, would have warranted denial of citizenship, or (2) that their disclosure might have been useful in an investigation possibly leading to the discovery of other facts warranting denial of citizenship.  Pp.  364 U. S. 350-356.
270 F.2d 179, reversed and cause remanded.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Chaunt v. United States
No. 22
Argued October 17, 1960
Decided November 14, 1960
364 U.S. 350

Syllabus 
Under  340(a) of the Immigration and Nationality Act of 1952, as amended, the United States sued to revoke the order admitting petitioner to citizenship, on the ground that it had been procured ""by concealment of a material fact or by willful misrepresentation.""  The complaint alleged, and the District Court found, that petitioner had concealed membership in the Communist Party, a lack of intent to renounce foreign allegiance, and a record of arrests, and it revoked his citizenship.  The Court of Appeals affirmed, reaching only the question of concealment of the arrests, which occurred more than five years before petitioner's naturalization and were for distributing handbills, making a speech in a public park, and a breach of the peace.
Held:  on the record in this case concerning the arrests, the Government failed to show by clear, unequivocal, and convincing evidence either (1) that facts were suppressed which, if known, would have warranted denial of citizenship, or (2) that their disclosure might have been useful in an investigation possibly leading to the discovery of other facts warranting denial of citizenship.  Pp.  364 U. S. 350-356.
270 F.2d 179, reversed and cause remanded."|
|364 u.s. 361|"Knetsch v. United States
No. 23
Argued October 17-18, 1960
Decided November 14, 1960
364 U.S. 361

Syllabus 
In 1953, a 60-year-old taxpayer purchased single-premium 30-year maturity deferred annuity savings bonds with an aggregate face value of $4,000,000 from a life insurance company, paying only a nominal sum in cash, giving nonrecourse notes secured by the bonds for the balance, and paying a substantial amount as ""interest"" in advance on that ""indebtedness.""  A few days later, he borrowed from the company nearly all of the excess of the cash surrender value which the bonds would have at the end of the first contract year over the amount of the existing ""indebtedness,"" and again paid in advance the ""interest"" on such additional ""indebtedness.""  These borrowings and ""interest"" payments were repeated in 1954 and 1955, and the bonds were surrendered and the indebtedness was cancelled in 1956.
Held:  the amounts paid as ""interest"" in 1953 and 1954 were not deductible from the gross income of the taxpayer and his wife in their joint income tax returns for those years as ""interest paid . . . on indebtedness,"" within the meaning of  23(b) of the Internal Revenue Code of 1939 and 163(a) of the Internal Revenue Code of 1954.  Pp.  364 U. S. 362-370.
(a) On the record in this case, it is patent that the transaction between the taxpayer and the insurance company was a sham which created no ""indebtedness"" within the meaning of those sections of the Codes.  Pp.  364 U. S. 362-366.
(b) Congress did not authorize deduction of such payments by enacting  264(a)(2) of the Internal Revenue Code of 1954, which expressly denies a deduction for amounts paid on indebtedness incurred to purchase or carry a single premium annuity contract, but only as to contracts purchased after March 1, 1954.  Pp.  364 U. S. 367-370.
272 F.2d 200 affirmed. 
Page 364 U. S. 362


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Knetsch v. United States
No. 23
Argued October 17-18, 1960
Decided November 14, 1960
364 U.S. 361

Syllabus 
In 1953, a 60-year-old taxpayer purchased single-premium 30-year maturity deferred annuity savings bonds with an aggregate face value of $4,000,000 from a life insurance company, paying only a nominal sum in cash, giving nonrecourse notes secured by the bonds for the balance, and paying a substantial amount as ""interest"" in advance on that ""indebtedness.""  A few days later, he borrowed from the company nearly all of the excess of the cash surrender value which the bonds would have at the end of the first contract year over the amount of the existing ""indebtedness,"" and again paid in advance the ""interest"" on such additional ""indebtedness.""  These borrowings and ""interest"" payments were repeated in 1954 and 1955, and the bonds were surrendered and the indebtedness was cancelled in 1956.
Held:  the amounts paid as ""interest"" in 1953 and 1954 were not deductible from the gross income of the taxpayer and his wife in their joint income tax returns for those years as ""interest paid . . . on indebtedness,"" within the meaning of  23(b) of the Internal Revenue Code of 1939 and 163(a) of the Internal Revenue Code of 1954.  Pp.  364 U. S. 362-370.
(a) On the record in this case, it is patent that the transaction between the taxpayer and the insurance company was a sham which created no ""indebtedness"" within the meaning of those sections of the Codes.  Pp.  364 U. S. 362-366.
(b) Congress did not authorize deduction of such payments by enacting  264(a)(2) of the Internal Revenue Code of 1954, which expressly denies a deduction for amounts paid on indebtedness incurred to purchase or carry a single premium annuity contract, but only as to contracts purchased after March 1, 1954.  Pp.  364 U. S. 367-370.
272 F.2d 200 affirmed. 
Page 364 U. S. 362
"|
|364 u.s. 372|"McPhaul v. United States
No. 33
Argued October 13, 1960
Decided November 14, 1960
364 U.S. 372

Syllabus 
Petitioner was convicted under 2 U.S.C.  192 for willful failure to comply with a subpoena of the House of Representatives commanding him to produce before one of its Subcommittees certain records of the Civil Rights Congress.  The evidence showed:  before issuance of the subpoena, the Subcommittee had reason to believe that the Civil Rights Congress was a subversive organization, and that petitioner was its Executive Secretary.  At the hearing, the Chairman of the Subcommittee explained that Detroit is a vital defense area and that the purpose of the hearing was to investigate Communist activities there.  When asked whether he would produce the documents called for by the subpoena, petitioner stated flatly that he would not.  Neither at the hearing nor at his trial did petitioner deny the existence of the records or his ability to produce them.  He based his refusal upon a claim of his privilege under the Fifth Amendment.
Held:  the conviction is sustained.  Pp.  364 U. S. 373-383.
(a) The Government's proof at the trial established a prima facie case of willful refusal to comply with the subpoena, and, inasmuch as petitioner neither advised the Subcommittee that he was unable to produce the records nor attempted to introduce at his trial any evidence of his inability to produce them, the trial court was justified in concluding and in charging the jury that the records called for by the subpoena were in existence and under petitioner's control at the time the subpoena was served upon him.  Pp.  364 U. S. 373-380.
(b) The Fifth Amendment did not excuse petitioner from producing the records, since records held in a representative, rather than in a personal, capacity cannot be the subject of the personal privilege against self-incrimination.  P.  364 U. S. 380.
(c) The evidence was sufficient to show that the records called for by the subpoena were pertinent to the inquiry.  Pp.  364 U. S. 380-382.
(d) The subpoena was not so broad as to constitute an unreasonable search and seizure in violation of the Fourth Amendment.  Pp.  364 U. S. 382-383.
272 F. 2d 627, affirmed. 
Page 364 U. S. 373


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"McPhaul v. United States
No. 33
Argued October 13, 1960
Decided November 14, 1960
364 U.S. 372

Syllabus 
Petitioner was convicted under 2 U.S.C.  192 for willful failure to comply with a subpoena of the House of Representatives commanding him to produce before one of its Subcommittees certain records of the Civil Rights Congress.  The evidence showed:  before issuance of the subpoena, the Subcommittee had reason to believe that the Civil Rights Congress was a subversive organization, and that petitioner was its Executive Secretary.  At the hearing, the Chairman of the Subcommittee explained that Detroit is a vital defense area and that the purpose of the hearing was to investigate Communist activities there.  When asked whether he would produce the documents called for by the subpoena, petitioner stated flatly that he would not.  Neither at the hearing nor at his trial did petitioner deny the existence of the records or his ability to produce them.  He based his refusal upon a claim of his privilege under the Fifth Amendment.
Held:  the conviction is sustained.  Pp.  364 U. S. 373-383.
(a) The Government's proof at the trial established a prima facie case of willful refusal to comply with the subpoena, and, inasmuch as petitioner neither advised the Subcommittee that he was unable to produce the records nor attempted to introduce at his trial any evidence of his inability to produce them, the trial court was justified in concluding and in charging the jury that the records called for by the subpoena were in existence and under petitioner's control at the time the subpoena was served upon him.  Pp.  364 U. S. 373-380.
(b) The Fifth Amendment did not excuse petitioner from producing the records, since records held in a representative, rather than in a personal, capacity cannot be the subject of the personal privilege against self-incrimination.  P.  364 U. S. 380.
(c) The evidence was sufficient to show that the records called for by the subpoena were pertinent to the inquiry.  Pp.  364 U. S. 380-382.
(d) The subpoena was not so broad as to constitute an unreasonable search and seizure in violation of the Fourth Amendment.  Pp.  364 U. S. 382-383.
272 F. 2d 627, affirmed. 
Page 364 U. S. 373
"|
|364 u.s. 388|"Uphaus v. Wyman
No. 336
Decided November 14, 1960
364 U.S. 388

Syllabus 
For refusing to comply with a state court order to produce the names of persons attending his summer camp during 1954 and 1955 for use in an investigation by the Attorney General of New Hampshire on behalf of the State Legislature to determine whether ""subversive persons"" were then in the State, petitioner was adjudged guilty of civil contempt and ordered committed to jail until he complied.  That judgment was sustained by the State Supreme Court and by this Court.  He then appealed again to the State Supreme Court, claiming that, since his former appeal, the State Legislature had terminated the Attorney General's authority to make such an investigation on its behalf; but the State Supreme Court held that such authority had not been terminated.
Held:  an appeal to this Court from that judgment is dismissed for want of jurisdiction, since that judgment is based on a nonfederal ground.
Reported below: 102 N.H. 461, 159 A.2d 160.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Uphaus v. Wyman
No. 336
Decided November 14, 1960
364 U.S. 388

Syllabus 
For refusing to comply with a state court order to produce the names of persons attending his summer camp during 1954 and 1955 for use in an investigation by the Attorney General of New Hampshire on behalf of the State Legislature to determine whether ""subversive persons"" were then in the State, petitioner was adjudged guilty of civil contempt and ordered committed to jail until he complied.  That judgment was sustained by the State Supreme Court and by this Court.  He then appealed again to the State Supreme Court, claiming that, since his former appeal, the State Legislature had terminated the Attorney General's authority to make such an investigation on its behalf; but the State Supreme Court held that such authority had not been terminated.
Held:  an appeal to this Court from that judgment is dismissed for want of jurisdiction, since that judgment is based on a nonfederal ground.
Reported below: 102 N.H. 461, 159 A.2d 160."|
|364 u.s. 409|" CLIMATE CONTROL, INC., v. HILL ET AL.  APPEAL FROM THE SUPREME COURT OF ARIZONA.  No. 251. Decided November 14, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 86 Ariz. 180, 342 P.2d 854; 87 Ariz. 201, 349 P.2d 771.
 William R. Meagher for appellant.
 William W. Stevenson, Samuel H. Morris, Richard M. Fennemore, Daniel E. Cracchiolo, J. A. Riggins, Jr., Denison Kitchel, Francis J. Ryley, Ivan Robinette, Edward Jacobson, Howard Twitty, John R. Franks and Richard G. Kleindienst for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question.
 

 
 BOBO v. MAYOR & COUNCILMEN OF SAVANNAH BEACH, GEORGIA.  APPEAL FROM THE SUPREME COURT OF GEORGIA.  No. 409. Decided November 14, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 216 Ga. 12, 114 S. E. 2d 374.
 Erwin A. Friedman for appellant.
 
 PER CURIAM.
 
 The appeal is dismissed for want of a substantial federal question. 
Page 364 U.S. 409, 410

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" CLIMATE CONTROL, INC., v. HILL ET AL.  APPEAL FROM THE SUPREME COURT OF ARIZONA.  No. 251. Decided November 14, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 86 Ariz. 180, 342 P.2d 854; 87 Ariz. 201, 349 P.2d 771.
 William R. Meagher for appellant.
 William W. Stevenson, Samuel H. Morris, Richard M. Fennemore, Daniel E. Cracchiolo, J. A. Riggins, Jr., Denison Kitchel, Francis J. Ryley, Ivan Robinette, Edward Jacobson, Howard Twitty, John R. Franks and Richard G. Kleindienst for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question.
 

 
 BOBO v. MAYOR & COUNCILMEN OF SAVANNAH BEACH, GEORGIA.  APPEAL FROM THE SUPREME COURT OF GEORGIA.  No. 409. Decided November 14, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 216 Ga. 12, 114 S. E. 2d 374.
 Erwin A. Friedman for appellant.
 
 PER CURIAM.
 
 The appeal is dismissed for want of a substantial federal question. 
Page 364 U.S. 409, 410

 
"|
|364 u.s. 301|"United States v. John Hancock Mutual Life Insurance Co.
No. 18
Argued October 13, 1960
Decided November 7, 1960
364 U.S. 301

Syllabus 
The united States, as the second mortgagee of real estate judicially foreclosed and sold to satisfy the first mortgagee's lien in a proceeding in a state court to which the United States was made a party under 28 U.S.C.  2410, can redeem the property, pursuant to  2410(c), within one year from the date of sale, notwithstanding a conflicting state statute giving the mortgagor the exclusive right to redeem within that period.  Pp.  364 U. S. 301-309.
185 Kan. 274, 341 P.2d 1002, reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. John Hancock Mutual Life Insurance Co.
No. 18
Argued October 13, 1960
Decided November 7, 1960
364 U.S. 301

Syllabus 
The united States, as the second mortgagee of real estate judicially foreclosed and sold to satisfy the first mortgagee's lien in a proceeding in a state court to which the United States was made a party under 28 U.S.C.  2410, can redeem the property, pursuant to  2410(c), within one year from the date of sale, notwithstanding a conflicting state statute giving the mortgagor the exclusive right to redeem within that period.  Pp.  364 U. S. 301-309.
185 Kan. 274, 341 P.2d 1002, reversed."|
|364 u.s. 310|"United States v. Hougham
No. 24. Argued October 18, 1960
Decided November 7, 1960
364 U.S. 310

Syllabus 
The Government sued respondents to recover civil damages under  26(b)(1) of the Surplus Property Act of 1944 for obtaining surplus government property by fraud.  Later it moved to file an amended complaint seeking instead to recover damages under  26(b)(2).  That motion was withdrawn, and the Government filed a second amended complaint again seeking damages under  26(b)(1).  After trial, the District Court awarded the Government damages under  26(b)(1).  Both sides appealed, and the Court of Appeals affirmed.  While the appeal was pending, the Government accepted from respondents promissory notes totalling the amount of the judgment, and it released only its judgment liens in two counties.
Held:
1. By accepting payment of an amount equal to the judgment appealed from as inadequate and releasing only its judgment liens in two counties in the circumstances of this case, the Government did not lose its right to press its claim for the full amount of the damages it believed to be due.  Pp.  364 U. S. 312-313.
2. Recoveries under  26(b) are not penalties, and the claims asserted by the Government were not barred by the statute of limitations.  P.  364 U. S. 313.
3. In the circumstances of this case, in which the issue was preserved in a pretrial order pursuant to Rule 16 of the Federal Rules of Civil Procedure, the Government did not waive its contention that it was entitled to change its election of remedies and to recover under  26(b)(2), instead of  26(b)(1).  Pp.  364 U. S. 313-316.
4. The Government's original complaint seeking damages under  26(b)(1) did not constitute an irrevocable election of remedies, and, in the circumstances of this case, the Government had a right to amend its pleadings so as to seek damages under  26(b)(2).  Pp.  364 U. S. 316-317.
5. Section 26(b) did not empower the District Court to determine according to the evidence which of the three subsections would 
Page 364 U. S. 311
 be the most appropriate and to require the Government to accept judgment under that subsection.  P.  364 U. S. 317.
6. In the circumstances of this case, respondents are not entitled to a new trial.  Pp.  364 U. S. 317-318.
270 F.2d 290, reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Hougham
No. 24. Argued October 18, 1960
Decided November 7, 1960
364 U.S. 310

Syllabus 
The Government sued respondents to recover civil damages under  26(b)(1) of the Surplus Property Act of 1944 for obtaining surplus government property by fraud.  Later it moved to file an amended complaint seeking instead to recover damages under  26(b)(2).  That motion was withdrawn, and the Government filed a second amended complaint again seeking damages under  26(b)(1).  After trial, the District Court awarded the Government damages under  26(b)(1).  Both sides appealed, and the Court of Appeals affirmed.  While the appeal was pending, the Government accepted from respondents promissory notes totalling the amount of the judgment, and it released only its judgment liens in two counties.
Held:
1. By accepting payment of an amount equal to the judgment appealed from as inadequate and releasing only its judgment liens in two counties in the circumstances of this case, the Government did not lose its right to press its claim for the full amount of the damages it believed to be due.  Pp.  364 U. S. 312-313.
2. Recoveries under  26(b) are not penalties, and the claims asserted by the Government were not barred by the statute of limitations.  P.  364 U. S. 313.
3. In the circumstances of this case, in which the issue was preserved in a pretrial order pursuant to Rule 16 of the Federal Rules of Civil Procedure, the Government did not waive its contention that it was entitled to change its election of remedies and to recover under  26(b)(2), instead of  26(b)(1).  Pp.  364 U. S. 313-316.
4. The Government's original complaint seeking damages under  26(b)(1) did not constitute an irrevocable election of remedies, and, in the circumstances of this case, the Government had a right to amend its pleadings so as to seek damages under  26(b)(2).  Pp.  364 U. S. 316-317.
5. Section 26(b) did not empower the District Court to determine according to the evidence which of the three subsections would 
Page 364 U. S. 311
 be the most appropriate and to require the Government to accept judgment under that subsection.  P.  364 U. S. 317.
6. In the circumstances of this case, respondents are not entitled to a new trial.  Pp.  364 U. S. 317-318.
270 F.2d 290, reversed."|
|364 u.s. 325|"Michalic v. Cleveland Tankers, Inc.
No. 31
Argued October 20, 1960
Decided November 7, 1960
364 U.S. 325

Syllabus 
In this suit by a seaman, under the Jones Act and for unseaworthiness under the general maritime law, to recover from a shipowner for personal injuries sustained while a member of the crew of its ship when an allegedly defective wrench with which he was working slipped off a nut and hit his toe, held:  the evidence was sufficient to present a jury question, under the unseaworthiness claim, as to whether the wrench was a reasonably suitable appliance, and, under the Jones Act claim, as to the shipowner's alleged failure to exercise due care in furnishing a wrench which was not a reasonably suitable appliance, and the trial judge erred in directing a verdict for the shipowner.  Pp.  364 U. S. 325-332.
271 F.2d 194 reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Michalic v. Cleveland Tankers, Inc.
No. 31
Argued October 20, 1960
Decided November 7, 1960
364 U.S. 325

Syllabus 
In this suit by a seaman, under the Jones Act and for unseaworthiness under the general maritime law, to recover from a shipowner for personal injuries sustained while a member of the crew of its ship when an allegedly defective wrench with which he was working slipped off a nut and hit his toe, held:  the evidence was sufficient to present a jury question, under the unseaworthiness claim, as to whether the wrench was a reasonably suitable appliance, and, under the Jones Act claim, as to the shipowner's alleged failure to exercise due care in furnishing a wrench which was not a reasonably suitable appliance, and the trial judge erred in directing a verdict for the shipowner.  Pp.  364 U. S. 325-332.
271 F.2d 194 reversed."|
|364 u.s. 336|" KELLEY ET AL. v. RAGGIO ET AL.  APPEAL FROM THE SUPREME COURT OF NEVADA.  No. 316. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 76 Nev. 157, 350 P.2d 724.
 Clifton Young for appellants.
 Roger D. Foley, Attorney General of Nevada, John A. Porter and Norman H. Samuelson, Deputy Attorneys General, and William J. Raggio for appellees.
 
 PER CURIAM.
 
 The appeal is dismissed for want of a substantial federal question.
 

 
 CENTRAL ILLINOIS PUBLIC SERVICE CO. v. ILLINOIS COMMERCE COMM'N ET AL.  APPEAL FROM THE SUPREME COURT OF ILLINOIS.  No. 352. Decided November 7, 1960.
 
 Appeal dismissed and certiorari denied.
 Reported below: 18 Ill. 2d 506, 165 N. E. 2d 322.
 Elmer Nafziger for appellant.
 William L. Guild, Attorney General of Illinois, Harry R. Begley, Special Assistant Attorney General, John W. Foster, Robert Mitten, Joseph H. Wright and Herbert J. Deany for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed. Treating the papers whereon the appeal was taken as a petition for writ of certiorari, certiorari is denied. 
Page 364 U.S. 336, 337

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" KELLEY ET AL. v. RAGGIO ET AL.  APPEAL FROM THE SUPREME COURT OF NEVADA.  No. 316. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 76 Nev. 157, 350 P.2d 724.
 Clifton Young for appellants.
 Roger D. Foley, Attorney General of Nevada, John A. Porter and Norman H. Samuelson, Deputy Attorneys General, and William J. Raggio for appellees.
 
 PER CURIAM.
 
 The appeal is dismissed for want of a substantial federal question.
 

 
 CENTRAL ILLINOIS PUBLIC SERVICE CO. v. ILLINOIS COMMERCE COMM'N ET AL.  APPEAL FROM THE SUPREME COURT OF ILLINOIS.  No. 352. Decided November 7, 1960.
 
 Appeal dismissed and certiorari denied.
 Reported below: 18 Ill. 2d 506, 165 N. E. 2d 322.
 Elmer Nafziger for appellant.
 William L. Guild, Attorney General of Illinois, Harry R. Begley, Special Assistant Attorney General, John W. Foster, Robert Mitten, Joseph H. Wright and Herbert J. Deany for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed. Treating the papers whereon the appeal was taken as a petition for writ of certiorari, certiorari is denied. 
Page 364 U.S. 336, 337

 
"|
|364 u.s. 337|" OHIO EX REL. KING v. SHANNON, PRESIDING JUDGE, MUNICIPAL COURT OF  CINCINNATI, OHIO.  APPEAL FROM THE SUPREME COURT OF OHIO. No. 363. Decided November 7, 1960.
 
 Appeal dismissed because the judgment below is based on a non-federal ground adequate to support it.
 Reported below: 170 Ohio St. 393, 165 N. E. 2d 642.
 Allen Brown for appellant.
 
 PER CURIAM.
 
 The appeal herein is dismissed for the reason that the judgment of the Supreme Court of the State of Ohio, sought here to be reviewed, is based upon a nonfederal ground adequate to support it.
 

 
 ARMCO STEEL CORP. v. MICHIGAN ET AL.  APPEAL FROM THE SUPREME COURT OF MICHIGAN.  No. 387. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 359 Mich. 430, 102 N. W. 2d 552.
 Paul R. Trigg, Jr. and Robert D. Dunwoodie for appellant.
 Paul L. Adams, Attorney General of Michigan, Samuel J. Torina, Solicitor General, and William D. Dexter, Assistant Attorney General, for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question. 
Page 364 U.S. 337, 338

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" OHIO EX REL. KING v. SHANNON, PRESIDING JUDGE, MUNICIPAL COURT OF  CINCINNATI, OHIO.  APPEAL FROM THE SUPREME COURT OF OHIO. No. 363. Decided November 7, 1960.
 
 Appeal dismissed because the judgment below is based on a non-federal ground adequate to support it.
 Reported below: 170 Ohio St. 393, 165 N. E. 2d 642.
 Allen Brown for appellant.
 
 PER CURIAM.
 
 The appeal herein is dismissed for the reason that the judgment of the Supreme Court of the State of Ohio, sought here to be reviewed, is based upon a nonfederal ground adequate to support it.
 

 
 ARMCO STEEL CORP. v. MICHIGAN ET AL.  APPEAL FROM THE SUPREME COURT OF MICHIGAN.  No. 387. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 359 Mich. 430, 102 N. W. 2d 552.
 Paul R. Trigg, Jr. and Robert D. Dunwoodie for appellant.
 Paul L. Adams, Attorney General of Michigan, Samuel J. Torina, Solicitor General, and William D. Dexter, Assistant Attorney General, for appellees.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question. 
Page 364 U.S. 337, 338

 
"|
|364 u.s. 338|" RISS & CO., INC., ET AL. v. DALTON, ATTORNEY GENERAL.  APPEAL FROM THE SUPREME COURT OF MISSOURI.  No. 386. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 335 S. W. 2d 118.
 John B. Gage, Laird P. Bowman and A. Alvis Layne for appellants.
 John M. Dalton, Attorney General of Missouri, Fred L. Howard, Assistant Attorney General, and Raymond S. Roberts, Special Assistant Attorney General, for appellee.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question.
 MR. JUSTICE WHITTAKER took no part in the consideration or decision of this case.
 

 
 MASON v. ECKLE, PRISON FARM SUPERINTENDENT.  APPEAL FROM THE SUPREME COURT OF OHIO.  No. 357, Misc. Decided November 7, 1960.
 
 Appeal dismissed and certiorari denied.
 Reported below: 171 Ohio St. 192, 168 N. E. 2d 409.
 
 PER CURIAM.
 
 The appeal is dismissed. Treating the papers whereon the appeal was taken as a petition for writ of certiorari, certiorari is denied. 
Page 364 U.S. 338, 339

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" RISS & CO., INC., ET AL. v. DALTON, ATTORNEY GENERAL.  APPEAL FROM THE SUPREME COURT OF MISSOURI.  No. 386. Decided November 7, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 335 S. W. 2d 118.
 John B. Gage, Laird P. Bowman and A. Alvis Layne for appellants.
 John M. Dalton, Attorney General of Missouri, Fred L. Howard, Assistant Attorney General, and Raymond S. Roberts, Special Assistant Attorney General, for appellee.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question.
 MR. JUSTICE WHITTAKER took no part in the consideration or decision of this case.
 

 
 MASON v. ECKLE, PRISON FARM SUPERINTENDENT.  APPEAL FROM THE SUPREME COURT OF OHIO.  No. 357, Misc. Decided November 7, 1960.
 
 Appeal dismissed and certiorari denied.
 Reported below: 171 Ohio St. 192, 168 N. E. 2d 409.
 
 PER CURIAM.
 
 The appeal is dismissed. Treating the papers whereon the appeal was taken as a petition for writ of certiorari, certiorari is denied. 
Page 364 U.S. 338, 339

 
"|
|364 u.s. 296|"New Mexico v. Colorado
No. 1, Original
Decided October 24, 1960
364 U.S. 296

Syllabus 
The Report of the Commissioner heretofore designated to run, locate, and mark the boundary between the States of New Mexico and Colorado, as determined by this Court's decree of April 13, 1925 ( 268 U. S. 268 U.S. 108), is confirmed, and the boundary line delineated in said Report and on the accompanying maps is established and declared to be the true boundary between those States.
Opinion reported:   267 U. S. 267 U.S. 30.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"New Mexico v. Colorado
No. 1, Original
Decided October 24, 1960
364 U.S. 296

Syllabus 
The Report of the Commissioner heretofore designated to run, locate, and mark the boundary between the States of New Mexico and Colorado, as determined by this Court's decree of April 13, 1925 ( 268 U. S. 268 U.S. 108), is confirmed, and the boundary line delineated in said Report and on the accompanying maps is established and declared to be the true boundary between those States.
Opinion reported:   267 U. S. 267 U.S. 30."|
