House v. Bell, 04-8990|04-8990|Denial of habeas relief for petitioner in a death penalty murder case pursuant to a finding that his claims were procedurally defaulted is reversed where defendant made the stringent showing required by the actual-innocence exception to procedural default, and defendant's federal habeas action could proceed.
Zedner v. US, 05-5992|05-5992|"A defendant may not prospectively waive the application of the Speedy Trial Act. For purposes of the Speedy Trial Act, when a district court makes no findings on the record to support an ""ends of justice"" continuance under 18 U.S.C. section 3161(h)(8), harmless-error review is not appropriate."
Anza v. Ideal Steel Supply Corp., 04-433|04-433|A judgment reversing dismissal of respondent's Racketeer Influenced and Corrupt Organizations Act (RICO) claims against a competing company is reversed in part where a 18 U.S.C. section 1962(c) claim did not satisfy the requirement of proximate causation with regards to a claim that respondent lost sales due to petitioners' decreased prices, which allegedly resulted from their tax fraud.
Whitman v. Dep't of Transp., 04-1131|04-1131|A judgment holding that there was no jurisdiction to consider claims brought by an employee alleging that the Federal Aviation Administration (FAA) tested him for drug and alcohol in a nonrandom manner in violation of his constitutional rights and the Civil Service Reform Act (CSRA) is vacated and remanded for further consideration of issues of jurisdiction and preclusion.
Mohawk Indus. v. Williams, 05-465|05-465|A writ of certiorari limited to Question 1 presented by the petition is dismissed as improvidently granted, the petition for a writ of certiorari is granted, and the judgment vacated for further consideration in light of Anza v. Ideal Steel Supply Corp., 547 U.S. ____ (2006).
Purcell v. Gonzalez, 06A375 (06-532) and 06A379 (06-533)|06A375 (06-532) and 06A379 (06-533)|An order entered by a two-judge motions panel of the Ninth Circuit enjoining Arizona from enforcing a proposition's provisions, which sought to combat voter fraud by requiring voters to present proof of citizenship when they register to vote and to present identification when they vote on election day, is vacated in view of the impending election, the necessity for clear guidance to the State of Arizona, and due to the Court of Appeals' failure to give deference to the discretion of the district court.
Ayers v. Belmontes, 05-493|05-493|California's factor (k) jury instruction, a general and catchall jury instruction used at the sentencing phase, is consistent with the constitutional right to present mitigating evidence in capital sentencing proceedings.
BP Am. Prod. Co. v. Burton, 05-669|05-669|The 6-year statute of limitations for government contract actions, as provided in 28 U.S.C. section 2415(a), applies only to court actions, not to the administrative payment orders issued by the Department of the Interior's Minerals Management Service for the purpose of assessing royalty underpayments on oil and gas leases.
Carey v. Musladin, 05-785|05-785|Grant of habeas relief in a first-degree murder case is vacated where the Ninth Circuit erred in concluding that a state appeals court's decision, that buttons displaying the victim's image worn by the victim's family during respondent's trial did not deny respondent his right to a fair trial, was contrary to or an unreasonable application of clearly established federal law as determined by the Supreme Court.
Lopez v. Gonzales, 05-547|05-547|"In the context of the Immigration and Nationality Act (INA) and crimes falling under the term ""aggravated felony,"" a state offense constitutes a ""felony punishable under the Controlled Substances Act"" only if it proscribes conduct punishable as a felony under that federal law."
Toledo-Flores v. US, 05-7664|05-7664|The writ of certiorari is dismissed as improvidently granted.
